time (s),V(vdd_pll) (V),V(ctrl) (V),I(mp0) (A),V(vref) (V)
8.423e-08,0.7714291,0.9303049,0.001519107,0.6002006
8.4245e-08,0.7717645,1.069652,0.001526887,0.6001914
8.426e-08,0.7716944,1.162477,0.001530274,0.6002238
8.4275e-08,0.7717474,1.19953,0.001531834,0.6002279
8.429e-08,0.7715554,1.199989,0.001533184,0.6002419
8.43e-08,0.7715931,1.199996,0.00153279,0.6002104
8.4305e-08,0.7716559,1.199964,0.001533341,0.6002405
8.46e-08,0.7729982,1.200011,0.001532524,0.6002087
8.49e-08,0.7745381,1.199969,0.001532733,0.6002089
8.52e-08,0.7757422,1.19999,0.001533785,0.600228
8.55e-08,0.7771014,1.200004,0.001533049,0.6002199
8.58e-08,0.7784526,1.200016,0.001532726,0.6002626
8.6e-08,0.7796234,1.200001,0.001532818,0.6002309
8.61e-08,0.779757,1.199998,0.001532012,0.6002487
8.64e-08,0.781307,1.200012,0.001533414,0.6002189
8.67e-08,0.7829561,1.199996,0.001532519,0.6002694
8.6975e-08,0.7841774,1.200034,0.001532607,0.6001982
8.699e-08,0.7843524,1.199986,0.001531794,0.6002282
8.7e-08,0.7844265,1.199993,0.00153238,0.6002427
8.7005e-08,0.7845012,1.196449,0.001532755,0.6002363
8.702e-08,0.7845067,1.150064,0.001529511,0.6001929
8.7035e-08,0.7846843,1.053702,0.001526515,0.6002207
8.705e-08,0.7846916,0.9162512,0.001518495,0.6002442
8.7065e-08,0.7846637,0.750033,0.001510571,0.6002287
8.708e-08,0.7847123,0.570239,0.001502293,0.6002545
8.7095e-08,0.7848567,0.393136,0.001492001,0.6002274
8.711e-08,0.7849949,0.2348483,0.001485553,0.6002256
8.7125e-08,0.7850931,0.1095748,0.001478775,0.6002186
8.714e-08,0.7847635,0.02885918,0.001474362,0.6002173
8.7155e-08,0.7848398,2.259643e-05,0.001472162,0.6002324
8.717e-08,0.7853799,1.149947e-06,0.001473269,0.6002452
8.7185e-08,0.7854839,1.44129e-05,0.001472702,0.6002365
8.73e-08,0.7859286,2.259667e-05,0.001473234,0.6002381
8.76e-08,0.7875608,-5.692657e-06,0.001472349,0.6002569
8.79e-08,0.7890266,3.654898e-06,0.001473074,0.6002037
8.8e-08,0.7895681,-7.799572e-06,0.001472646,0.6002806
8.82e-08,0.790646,-1.054586e-05,0.001472419,0.6002458
8.85e-08,0.7922588,4.500108e-06,0.001473383,0.6002612
8.88e-08,0.7935354,9.905865e-06,0.001472691,0.6002311
8.91e-08,0.7951902,-2.950276e-05,0.001472466,0.6002137
8.94e-08,0.7970976,-2.332047e-05,0.00147305,0.6002182
8.97e-08,0.7985366,-2.342607e-05,0.00147307,0.6002208
9e-08,0.8002133,-1.065138e-05,0.001473039,0.6002329
9.03e-08,0.8016765,-1.584485e-05,0.001472645,0.6002375
9.0495e-08,0.8026702,1.727589e-05,0.001472751,0.6002616
9.051e-08,0.8024524,2.991036e-05,0.001472743,0.6002401
9.0525e-08,0.8030586,1.561212e-05,0.001473388,0.6002534
9.054e-08,0.8026156,0.03186137,0.00147454,0.6002139
9.0555e-08,0.8030218,0.1199886,0.001478867,0.6002408
9.057e-08,0.8029863,0.2556794,0.00148631,0.6002248
9.0585e-08,0.8028283,0.4255295,0.001493843,0.6002375
9.06e-08,0.8030034,0.6126566,0.001503614,0.6002463
9.0615e-08,0.8028931,0.7984912,0.001512439,0.600269
9.063e-08,0.8034445,0.9646889,0.001520737,0.6002454
9.0645e-08,0.8033765,1.094715,0.001527842,0.6002346
9.066e-08,0.8031899,1.17574,0.001532421,0.600191
9.0675e-08,0.8031696,1.200006,0.00153246,0.60025
9.069e-08,0.803616,1.199996,0.00153319,0.6002301
9.0705e-08,0.8034626,1.199984,0.001533004,0.6002144
9.09e-08,0.8046078,1.199981,0.001531906,0.6002691
9.12e-08,0.8060141,1.199996,0.001534021,0.6002562
9.15e-08,0.807546,1.199981,0.001533466,0.6002482
9.18e-08,0.8086601,1.200006,0.001532506,0.6002498
9.2e-08,0.8096214,1.199988,0.001532594,0.6002819
9.21e-08,0.8103754,1.200005,0.001532601,0.600249
9.24e-08,0.8112736,1.200016,0.001532475,0.6002781
9.27e-08,0.812689,1.199997,0.001532288,0.6002384
9.3e-08,0.8137332,1.200019,0.001532872,0.6001955
9.33e-08,0.8151323,1.199964,0.00153216,0.6002417
9.3375e-08,0.8150861,1.20001,0.001533316,0.600278
9.339e-08,0.815554,1.199986,0.001532994,0.6002485
9.3405e-08,0.8153509,1.190158,0.001532428,0.6002519
9.342e-08,0.815301,1.131094,0.00153029,0.6002577
9.3435e-08,0.8156569,1.023824,0.001524489,0.6002294
9.345e-08,0.8155211,0.878122,0.001516667,0.6002448
9.3465e-08,0.816052,0.7071891,0.001508118,0.6002542
9.348e-08,0.8155674,0.5265423,0.001499624,0.6002419
9.3495e-08,0.815537,0.3525279,0.001490713,0.6002538
9.351e-08,0.8159522,0.2009789,0.001482707,0.6002358
9.3525e-08,0.8158399,0.08566915,0.001477636,0.6002753
9.354e-08,0.8159615,0.01697651,0.00147449,0.6002878
9.3555e-08,0.8161245,4.536811e-05,0.001473172,0.6002515
9.357e-08,0.8160086,1.308478e-05,0.001472462,0.6002263
9.3585e-08,0.8162941,-1.310734e-05,0.001472524,0.6002443
9.36e-08,0.8161529,3.091469e-07,0.001472544,0.600215
9.39e-08,0.8174071,-6.782461e-06,0.001472948,0.6002523
9.4e-08,0.8173794,9.35881e-06,0.001472335,0.6002412
9.42e-08,0.8181217,-1.149172e-05,0.001472741,0.6002751
9.45e-08,0.8194055,-1.007076e-05,0.001472653,0.6002496
9.48e-08,0.8201787,3.757897e-05,0.001473316,0.6002741
9.51e-08,0.8210799,-2.994027e-05,0.001473223,0.6002927
9.54e-08,0.8217368,-7.306604e-06,0.00147245,0.6002556
9.57e-08,0.8226342,2.166132e-05,0.001472584,0.6002629
9.6e-08,0.8231535,-2.059927e-05,0.001472314,0.6002489
9.63e-08,0.8239009,-2.258334e-05,0.001472356,0.600246
9.66e-08,0.8246104,-4.345923e-05,0.001472479,0.6002534
9.6895e-08,0.8249584,-2.256157e-05,0.001472599,0.6002659
9.69e-08,0.8246462,7.027743e-06,0.001472804,0.6002388
9.691e-08,0.8248919,1.496411e-05,0.001472866,0.6002669
9.6925e-08,0.8252615,-6.325758e-06,0.001472146,0.6002598
9.694e-08,0.8251106,0.0167378,0.001473347,0.6002572
9.6955e-08,0.8251305,0.08938569,0.001477827,0.6002583
9.697e-08,0.8253794,0.2126198,0.001483484,0.600263
9.6985e-08,0.8252011,0.3742372,0.0014919,0.6002729
9.7e-08,0.8247376,0.5582725,0.001500645,0.6002602
9.7015e-08,0.8252222,0.7464112,0.001509824,0.6002886
9.703e-08,0.8250472,0.9200464,0.001519012,0.6002555
9.7045e-08,0.8251603,1.061939,0.001525402,0.6002648
9.706e-08,0.8249614,1.158075,0.001531748,0.6002713
9.7075e-08,0.8250999,1.198915,0.001533536,0.6002577
9.709e-08,0.8252558,1.20001,0.001533194,0.6002804
9.7105e-08,0.8251874,1.200026,0.001532352,0.60025
9.72e-08,0.8254103,1.199997,0.001533723,0.6002564
9.75e-08,0.8255446,1.200008,0.001533206,0.6002629
9.78e-08,0.8259966,1.199951,0.001532807,0.6002825
9.8e-08,0.8260824,1.199969,0.001533749,0.6002534
9.81e-08,0.8267104,1.200005,0.00153253,0.6002361
9.84e-08,0.8264479,1.200031,0.001533348,0.6002546
9.87e-08,0.8265623,1.200011,0.001532496,0.6002436
9.9e-08,0.8268153,1.19998,0.001533185,0.6002809
9.93e-08,0.8268004,1.200011,0.001532165,0.6002796
9.96e-08,0.8266496,1.200016,0.001533298,0.6002888
9.9775e-08,0.8263969,1.199978,0.001532332,0.6002851
9.979e-08,0.8265033,1.199989,0.001532208,0.600266
9.9805e-08,0.8266279,1.200014,0.00153199,0.6002598
9.982e-08,0.8267536,1.178501,0.001531721,0.6002724
9.9835e-08,0.8264264,1.104883,0.001529152,0.6003059
9.985e-08,0.8267192,0.9855013,0.001522732,0.6002616
9.9865e-08,0.8263189,0.8310591,0.001515433,0.6002901
9.988e-08,0.8261871,0.6557092,0.001504878,0.6002782
9.9895e-08,0.826435,0.4752662,0.001497059,0.6002666
9.99e-08,0.8265076,0.4168346,0.001493184,0.6002945
9.991e-08,0.8264139,0.3061532,0.001488512,0.6002708
9.9925e-08,0.8265459,0.1636967,0.001480258,0.6002428
9.994e-08,0.8265484,0.06088109,0.001476371,0.6002457
9.9955e-08,0.8265593,0.006886385,0.001473876,0.6002632
9.997e-08,0.8265338,-1.924464e-05,0.001472361,0.6002739
9.9985e-08,0.8265347,-3.212897e-05,0.001471998,0.600255
1e-07,0.8265317,-8.435827e-06,0.001472231,0.6002732
1.002e-07,0.8262535,1.197667e-05,0.001472724,0.600248
1.005e-07,0.82614,-9.960878e-07,0.0014733,0.6002537
1.008e-07,0.8261511,3.269012e-05,0.001473542,0.6002857
1.011e-07,0.8255967,5.852505e-06,0.001473435,0.600269
1.014e-07,0.8251942,-4.874958e-05,0.001472992,0.6002497
1.017e-07,0.8248032,-6.77539e-06,0.00147333,0.6002887
1.02e-07,0.8244079,5.601487e-06,0.001472277,0.6002699
1.023e-07,0.824081,1.91135e-05,0.001473161,0.6002967
1.026e-07,0.8227919,-3.532542e-06,0.001472824,0.6002451
1.029e-07,0.8225858,-4.41032e-06,0.001473848,0.6003132
1.032e-07,0.8218749,2.467855e-05,0.001473914,0.6002759
1.03295e-07,0.8216649,-1.543145e-05,0.001472964,0.6002976
1.0331e-07,0.821596,-4.561525e-06,0.001472667,0.6002865
1.03325e-07,0.821732,4.056372e-06,0.001473018,0.6002577
1.0334e-07,0.8214285,0.02770979,0.001473867,0.6002499
1.03355e-07,0.8215823,0.1121213,0.001477937,0.6002856
1.0337e-07,0.8213393,0.2448889,0.001485142,0.6002709
1.03385e-07,0.8214605,0.4128312,0.001493615,0.6002822
1.034e-07,0.8213941,0.599296,0.001502824,0.6002707
1.03415e-07,0.8214017,0.7858812,0.001513146,0.6002601
1.0343e-07,0.8211409,0.9540332,0.001521046,0.6002638
1.03445e-07,0.8212687,1.087108,0.001526181,0.6002799
1.0346e-07,0.8213656,1.171848,0.001531042,0.6002806
1.03475e-07,0.8211023,1.200005,0.001533265,0.6002935
1.0349e-07,0.8209513,1.200023,0.001532865,0.6002796
1.035e-07,0.820946,1.199955,0.001532666,0.6002774
1.03505e-07,0.8211238,1.200014,0.001533101,0.6002569
1.038e-07,0.8203424,1.200018,0.001532467,0.6002425
1.04e-07,0.8197185,1.200007,0.001533056,0.6003004
1.041e-07,0.8193741,1.200012,0.00153323,0.6003208
1.044e-07,0.8187274,1.199989,0.001532987,0.6002495
1.047e-07,0.8179092,1.200018,0.001532655,0.6002933
1.05e-07,0.8166976,1.200008,0.001532761,0.600277
1.053e-07,0.816231,1.199991,0.001533807,0.6002704
1.056e-07,0.8152415,1.200039,0.001533893,0.6002608
1.059e-07,0.813945,1.199993,0.001533367,0.6002806
1.06e-07,0.8137081,1.199997,0.001532849,0.6002677
1.06175e-07,0.8135795,1.199997,0.001532383,0.6002631
1.0619e-07,0.8131063,1.200019,0.001532687,0.6002859
1.062e-07,0.8133052,1.199953,0.00153282,0.6002631
1.06205e-07,0.813325,1.199252,0.00153341,0.6002629
1.0622e-07,0.8131121,1.163155,0.001531452,0.6002961
1.06235e-07,0.8131697,1.075955,0.00152662,0.6002645
1.0625e-07,0.813433,0.9454902,0.001520147,0.6002802
1.06265e-07,0.8131274,0.7837521,0.001511997,0.600308
1.0628e-07,0.8129913,0.6053647,0.001503067,0.6002836
1.06295e-07,0.8126983,0.4264641,0.001493862,0.6002884
1.0631e-07,0.8128417,0.2632876,0.001485861,0.6002728
1.06325e-07,0.8128754,0.1306607,0.001479804,0.6002719
1.0634e-07,0.8125526,0.04066134,0.001475186,0.6002957
1.06355e-07,0.8126213,0.001392854,0.001473837,0.6002604
1.0637e-07,0.8125385,-1.084046e-05,0.001473202,0.6002845
1.06385e-07,0.8123621,6.849601e-06,0.001473714,0.6002697
1.065e-07,0.8121957,1.880617e-05,0.001473093,0.6003316
1.068e-07,0.8110996,2.999251e-05,0.001472958,0.6002655
1.071e-07,0.810041,-1.181581e-05,0.001473762,0.6002936
1.074e-07,0.809078,3.443444e-07,0.001473195,0.6003124
1.077e-07,0.8079318,4.1917e-05,0.001473771,0.6002773
1.08e-07,0.8071315,3.39363e-06,0.001472894,0.6002788
1.083e-07,0.8059338,3.316743e-05,0.001472804,0.600286
1.086e-07,0.8048334,7.12379e-06,0.001473317,0.6003104
1.089e-07,0.8036648,-2.500137e-05,0.001473035,0.6002772
1.092e-07,0.8026754,3.035864e-05,0.001473889,0.6002974
1.095e-07,0.8019614,5.06175e-05,0.001473008,0.6003104
1.09695e-07,0.8008907,-2.411886e-05,0.001472615,0.6003175
1.0971e-07,0.8013912,-1.754466e-05,0.001473073,0.6002775
1.09725e-07,0.8008244,1.262459e-05,0.001473364,0.6002667
1.0974e-07,0.801004,0.03184137,0.001475702,0.600321
1.09755e-07,0.8008275,0.1199258,0.001478773,0.6003431
1.0977e-07,0.8008071,0.2556131,0.00148518,0.6002865
1.09785e-07,0.8006856,0.4254027,0.001494435,0.6002955
1.098e-07,0.8006961,0.6124931,0.001504367,0.6003012
1.09815e-07,0.8007452,0.798403,0.001513011,0.6002874
1.0983e-07,0.8005802,0.96458,0.001521885,0.6002818
1.09845e-07,0.8003983,1.094666,0.001528348,0.6002977
1.0986e-07,0.8005586,1.175741,0.001532067,0.6002905
1.09875e-07,0.8004721,1.199975,0.001532833,0.6002761
1.0989e-07,0.8004177,1.200002,0.001533317,0.6002826
1.09905e-07,0.8002214,1.200001,0.001533129,0.6003053
1.1e-07,0.800225,1.199967,0.001532683,0.6002948
1.101e-07,0.7995639,1.200024,0.001532399,0.6002595
1.104e-07,0.7985032,1.199988,0.001533581,0.600302
1.107e-07,0.7974688,1.199991,0.001533437,0.6002904
1.11e-07,0.7966902,1.200026,0.001533075,0.6002805
1.113e-07,0.795544,1.200015,0.001533224,0.6003087
1.116e-07,0.7947233,1.20002,0.001533504,0.6002982
1.119e-07,0.7938407,1.20002,0.001533085,0.60029
1.12e-07,0.793713,1.199991,0.001532814,0.6002738
1.122e-07,0.7930131,1.199993,0.001532336,0.6002937
1.125e-07,0.7918605,1.199992,0.001533279,0.6002866
1.12575e-07,0.7919169,1.199995,0.001532402,0.6003111
1.1259e-07,0.7917912,1.199985,0.00153266,0.6003143
1.12605e-07,0.7915482,1.199619,0.001533376,0.6003263
1.1262e-07,0.7916884,1.165929,0.001530716,0.6003157
1.12635e-07,0.7918069,1.080851,0.001527262,0.6002876
1.1265e-07,0.7915551,0.9521769,0.001520684,0.6002712
1.12665e-07,0.7914966,0.7915891,0.001511755,0.6003079
1.1268e-07,0.7915447,0.6135548,0.001503465,0.6003053
1.12695e-07,0.791635,0.4342789,0.001493958,0.600313
1.1271e-07,0.7914496,0.2700727,0.001485823,0.6002673
1.12725e-07,0.7914758,0.1358,0.001480203,0.6002984
1.1274e-07,0.7915331,0.04368111,0.001475228,0.6002913
1.12755e-07,0.7916428,0.002019521,0.001472465,0.6003064
1.1277e-07,0.7910398,-2.779853e-06,0.001473107,0.6002819
1.12785e-07,0.7913268,-2.039761e-05,0.001472876,0.6003033
1.128e-07,0.7912531,-2.462166e-05,0.00147239,0.6003333
1.131e-07,0.7904321,-2.797982e-05,0.001472513,0.6003285
1.134e-07,0.7897995,-3.070693e-05,0.001473275,0.6002577
1.137e-07,0.7888934,-1.28051e-05,0.00147415,0.6002802
1.14e-07,0.7882015,6.416134e-05,0.001473034,0.6003171
1.143e-07,0.787289,1.136741e-05,0.001472913,0.6002713
1.146e-07,0.7869108,1.25653e-05,0.001472854,0.6003169
1.149e-07,0.7863763,1.141681e-05,0.00147273,0.6002678
1.152e-07,0.7856182,-1.620622e-06,0.001473002,0.6002935
1.155e-07,0.7852729,4.62278e-05,0.001472666,0.6003158
1.158e-07,0.7846073,-5.361828e-05,0.001473334,0.6003285
1.16e-07,0.7845037,5.215649e-06,0.001472995,0.600317
1.16095e-07,0.7843426,1.341935e-05,0.001473239,0.6003476
1.161e-07,0.7844792,2.097572e-05,0.001472507,0.6003083
1.1611e-07,0.7840615,-2.006823e-05,0.001473188,0.6003332
1.16125e-07,0.7842201,0.0003035271,0.001471827,0.6003198
1.1614e-07,0.7842086,0.03579893,0.001474396,0.6003153
1.16155e-07,0.7843572,0.1272258,0.001479514,0.6003154
1.1617e-07,0.7843378,0.265419,0.001486468,0.6003232
1.16185e-07,0.7840691,0.4368441,0.001494911,0.6003574
1.162e-07,0.7839198,0.6244984,0.001503736,0.6003118
1.16215e-07,0.7842095,0.8096213,0.00151283,0.6003421
1.1623e-07,0.7842395,0.9739819,0.001521134,0.6003066
1.16245e-07,0.7842084,1.101348,0.001528448,0.6003119
1.1626e-07,0.7839381,1.178984,0.001532621,0.6003355
1.16275e-07,0.7840322,1.200024,0.001533197,0.6003072
1.1629e-07,0.7839399,1.199996,0.001533555,0.6003354
1.16305e-07,0.7841798,1.199994,0.001533519,0.6003081
1.164e-07,0.7836311,1.199997,0.001532279,0.600304
1.167e-07,0.7834308,1.200044,0.001532133,0.6003122
1.17e-07,0.7831806,1.200034,0.00153298,0.6003088
1.173e-07,0.7829228,1.199979,0.00153341,0.6003155
1.176e-07,0.7827293,1.199995,0.001531684,0.600309
1.179e-07,0.7823109,1.200011,0.001533069,0.6003525
1.18e-07,0.7825114,1.199975,0.001533311,0.6003001
1.182e-07,0.7824882,1.199997,0.001532019,0.6003091
1.185e-07,0.7822274,1.199998,0.0015339,0.600347
1.188e-07,0.7818993,1.199997,0.00153342,0.6002908
1.18975e-07,0.7820643,1.19998,0.001532334,0.6003276
1.1899e-07,0.7821248,1.199975,0.001532393,0.6003083
1.19005e-07,0.7821184,1.196977,0.001531932,0.6002828
1.1902e-07,0.7821612,1.151923,0.001530891,0.6003119
1.19035e-07,0.7819018,1.056884,0.001525701,0.6003082
1.1905e-07,0.7817751,0.9202916,0.001519287,0.6003202
1.19065e-07,0.7822312,0.7546396,0.001509665,0.6003138
1.1908e-07,0.7819309,0.5750288,0.001501427,0.600295
1.19095e-07,0.7822796,0.3976166,0.001492004,0.6003167
1.191e-07,0.7821769,0.3418161,0.001489524,0.6003206
1.1911e-07,0.7819094,0.2386147,0.001485687,0.6003224
1.19125e-07,0.7821463,0.1123894,0.001479125,0.6003195
1.1914e-07,0.7819829,0.03038464,0.001474347,0.6003154
1.19155e-07,0.7818002,9.181514e-05,0.001472747,0.6003251
1.1917e-07,0.7818911,6.76714e-06,0.001473693,0.600327
1.19185e-07,0.7821095,-6.256516e-06,0.001473364,0.6003053
1.194e-07,0.7823812,-9.841202e-06,0.001473078,0.6002845
1.1941e-07,0.7818796,-8.05134e-06,0.00147229,0.6002912
1.1942e-07,0.7817791,-3.556884e-05,0.001472313,0.6003308
1.1943e-07,0.7821277,3.449828e-05,0.001473942,0.6003121
1.1944e-07,0.7821873,-1.574371e-05,0.001472405,0.6003545
1.1945e-07,0.7820792,-2.568207e-05,0.001473277,0.600341
1.1946e-07,0.7822847,6.895056e-06,0.001473428,0.600311
1.1947e-07,0.7821558,3.882442e-06,0.001473396,0.6003373
1.1948e-07,0.7821349,1.463832e-05,0.001473432,0.6003413
1.1949e-07,0.7821711,1.590905e-05,0.001472501,0.6003144
1.195e-07,0.7820725,3.159783e-06,0.001473114,0.6003356
1.1951e-07,0.7820577,5.924072e-06,0.001472691,0.600319
1.1952e-07,0.7822149,1.960356e-05,0.001472802,0.6002977
1.1953e-07,0.782042,1.9225e-05,0.001472531,0.6003084
1.1954e-07,0.7821606,-1.784645e-05,0.001473326,0.6003125
1.1955e-07,0.7821962,-1.164437e-05,0.001473049,0.6003129
1.1956e-07,0.7820274,-9.351033e-06,0.001473018,0.6003735
1.1957e-07,0.7818279,4.730056e-08,0.001473313,0.6002969
1.1958e-07,0.7823388,1.062647e-05,0.001472553,0.600305
1.1959e-07,0.78231,-1.814945e-05,0.001472779,0.6003088
1.196e-07,0.7823939,-2.389818e-05,0.001472812,0.6003302
1.1961e-07,0.7820766,-3.858951e-05,0.001472662,0.600307
1.1962e-07,0.7821973,1.491537e-05,0.001473278,0.6002625
1.1963e-07,0.7821567,-1.187433e-05,0.001473744,0.6003267
1.1964e-07,0.781915,-2.877216e-05,0.001472674,0.6003043
1.1965e-07,0.7822006,5.626475e-06,0.001473413,0.6003103
1.1966e-07,0.7820641,-2.983884e-05,0.0014722,0.6003114
1.1967e-07,0.7823697,-1.98907e-05,0.001473086,0.6003165
1.1968e-07,0.782085,1.270301e-05,0.00147377,0.6002908
1.1969e-07,0.7821251,2.559736e-05,0.001472762,0.600326
1.197e-07,0.7820741,1.949497e-05,0.001472582,0.6003357
1.1971e-07,0.7821003,6.037921e-05,0.00147333,0.6003117
1.1972e-07,0.7821029,3.362086e-05,0.001472878,0.6002898
1.1973e-07,0.7821052,1.282136e-05,0.001472827,0.6003274
1.1974e-07,0.7819915,-4.805652e-06,0.00147443,0.6003206
1.1975e-07,0.7821896,2.720446e-05,0.001473181,0.6003523
1.1976e-07,0.7820754,6.045775e-05,0.00147294,0.6002925
1.1977e-07,0.7825479,-2.082475e-05,0.001473355,0.6003005
1.1978e-07,0.7819977,1.620866e-05,0.001472407,0.6003066
1.1979e-07,0.7819883,-7.255485e-06,0.001472884,0.6003148
1.198e-07,0.7818648,-2.237521e-05,0.001471918,0.6003345
1.1981e-07,0.7815443,-2.006111e-05,0.001473696,0.6003383
1.1982e-07,0.7815344,-1.583963e-06,0.001473898,0.6003601
1.1983e-07,0.7817289,-1.331879e-05,0.001474223,0.6003211
1.1984e-07,0.7816843,3.935195e-05,0.00147266,0.600328
1.1985e-07,0.78122,-2.175361e-05,0.001472919,0.6003323
1.1986e-07,0.7811833,-1.706859e-05,0.001472804,0.6003278
1.1987e-07,0.7812201,3.508121e-06,0.001474074,0.6003072
1.1988e-07,0.7807067,-2.454363e-05,0.001473748,0.6003054
1.1989e-07,0.7808393,-1.137777e-05,0.001472583,0.6002879
1.199e-07,0.7806771,-3.952829e-06,0.001473541,0.6003015
1.1991e-07,0.7798992,-1.936031e-06,0.001471833,0.6003468
1.1992e-07,0.7803023,-2.374359e-07,0.001473307,0.600335
1.1993e-07,0.7796543,-3.353054e-05,0.00147242,0.6003303
1.1994e-07,0.7795523,-6.12268e-06,0.001473263,0.6003435
1.1995e-07,0.7793121,6.8942e-07,0.001473294,0.6003168
1.1996e-07,0.7793312,-2.853938e-05,0.00147314,0.6003094
1.1997e-07,0.7788777,-6.523185e-06,0.001473022,0.6003143
1.1998e-07,0.7791081,-4.906579e-06,0.001472471,0.6003142
1.1999e-07,0.7788566,-1.291335e-05,0.00147312,0.6003325
1.2e-07,0.7789332,-6.516719e-07,0.001473605,0.6002872
1.2001e-07,0.7789746,2.344964e-05,0.001473321,0.6003365
1.2002e-07,0.7791055,7.077828e-06,0.001473439,0.6003089
1.2003e-07,0.7794576,1.318502e-07,0.001472916,0.6002987
1.2004e-07,0.7794558,2.780366e-05,0.00147256,0.6003291
1.2005e-07,0.7796539,-5.349422e-08,0.00147221,0.6002883
1.2006e-07,0.7799192,-8.822022e-06,0.001472623,0.6003369
1.2007e-07,0.7797251,2.545108e-05,0.001473356,0.6003208
1.2008e-07,0.7803161,-1.887087e-06,0.001473299,0.6003083
1.2009e-07,0.7804524,5.08864e-06,0.001472725,0.6003178
1.201e-07,0.7803025,2.337449e-05,0.001472732,0.6003141
1.2011e-07,0.7810066,1.243474e-05,0.001472732,0.6003136
1.2012e-07,0.7808743,6.836945e-06,0.001472395,0.6003813
1.2013e-07,0.7814823,-6.373944e-06,0.001472761,0.6003032
1.2014e-07,0.7812893,-1.949623e-05,0.001472823,0.6003174
1.2015e-07,0.7814603,-2.653213e-06,0.001473015,0.6003091
1.2016e-07,0.7815541,2.686468e-05,0.001472725,0.6002999
1.2017e-07,0.7816759,3.536756e-05,0.00147339,0.6003117
1.2018e-07,0.7819794,-5.082913e-07,0.001473416,0.6003657
1.2019e-07,0.7822066,1.737832e-05,0.001472387,0.6002816
1.202e-07,0.7820751,-7.156352e-06,0.001472443,0.6003066
1.2021e-07,0.7820347,-5.319678e-06,0.001473845,0.6002964
1.2022e-07,0.7822217,-1.836399e-06,0.001473022,0.6003348
1.2023e-07,0.7821617,1.4054e-07,0.001472998,0.6002984
1.2024e-07,0.7822047,3.81916e-05,0.001472347,0.6003085
1.2025e-07,0.7822347,1.370268e-06,0.001472606,0.6003311
1.2026e-07,0.7821475,4.322275e-05,0.001473577,0.6002837
1.2027e-07,0.7823225,1.088753e-05,0.001473308,0.6003425
1.2028e-07,0.7822416,-2.959647e-06,0.001472541,0.6003248
1.2029e-07,0.7826828,-1.831164e-05,0.001472787,0.6003422
1.203e-07,0.7823639,4.149567e-05,0.001473147,0.600312
1.2031e-07,0.7823234,-1.360681e-05,0.001473437,0.6003473
1.2032e-07,0.7824317,-7.629925e-06,0.001473787,0.600361
1.2033e-07,0.7824289,-3.018783e-06,0.001472457,0.6003213
1.2034e-07,0.7825233,2.326705e-05,0.001472865,0.6003413
1.2035e-07,0.7821929,-2.65897e-05,0.001473801,0.6003322
1.2036e-07,0.782327,-8.464001e-06,0.001473334,0.6003246
1.2037e-07,0.7821918,4.418768e-06,0.001473243,0.6003291
1.2038e-07,0.7822837,-1.629607e-05,0.001473112,0.6003248
1.2039e-07,0.7823962,-1.902732e-05,0.001473007,0.6003676
1.204e-07,0.782188,6.926369e-06,0.001473328,0.6003282
1.2041e-07,0.7823297,1.564417e-05,0.001472368,0.6003862
1.2042e-07,0.7822453,1.147069e-05,0.001473288,0.6003421
1.2043e-07,0.7825824,-1.954617e-06,0.001473294,0.6003117
1.2044e-07,0.7825369,5.175102e-06,0.001473405,0.6003046
1.2045e-07,0.7824561,-7.831502e-06,0.001473307,0.6003597
1.2046e-07,0.782446,-7.574703e-06,0.001472881,0.6003326
1.2047e-07,0.7824501,2.747238e-05,0.001472071,0.6003301
1.2048e-07,0.7822964,4.653607e-05,0.001473238,0.6003221
1.2049e-07,0.7823923,-3.771439e-05,0.001473568,0.6003456
1.205e-07,0.7824488,3.926482e-06,0.001472172,0.6003186
1.2051e-07,0.7822541,-1.285026e-05,0.001472589,0.600333
1.2052e-07,0.7823363,2.729687e-05,0.001472782,0.6002787
1.2053e-07,0.7827463,1.815549e-05,0.001472766,0.6003486
1.2054e-07,0.7825603,-1.323544e-05,0.001472786,0.6003189
1.2055e-07,0.7825235,9.391732e-06,0.001473299,0.6003133
1.2056e-07,0.782717,-2.219776e-05,0.001473207,0.6003442
1.2057e-07,0.7824904,9.435457e-07,0.001473121,0.600335
1.2058e-07,0.7825469,-1.435138e-05,0.001472685,0.6003264
1.2059e-07,0.7828439,9.592385e-06,0.001473185,0.6003286
1.206e-07,0.7826637,9.797984e-06,0.001473241,0.6003343
1.209e-07,0.7826532,-1.551737e-06,0.001472304,0.6003416
1.212e-07,0.7831848,-2.346318e-05,0.001473406,0.6003224
1.215e-07,0.7830374,-6.098443e-06,0.00147351,0.6003242
1.218e-07,0.7833325,1.743565e-05,0.001472464,0.600326
1.22e-07,0.783741,1.73694e-05,0.001473446,0.6003207
1.221e-07,0.7839111,-1.973035e-05,0.001474163,0.6003564
1.224e-07,0.7841671,4.609164e-06,0.001472596,0.6003252
1.22495e-07,0.7839812,2.736763e-05,0.00147368,0.6003283
1.2251e-07,0.7841297,-1.934471e-05,0.001472645,0.6003325
1.22525e-07,0.7845581,-8.491003e-06,0.001473124,0.6003369
1.2254e-07,0.7845688,0.02688402,0.001474297,0.6003055
1.22555e-07,0.7846325,0.1104532,0.001478037,0.6003406
